2022:Nov:01:13:00:04||16,0.5
2022:Nov:01:13:00:04||16,0.9
2022:Nov:01:13:00:04||16,0.4
2022:Nov:01:13:00:04||16,0.6
2022:Nov:01:13:00:04||16,1.0
2022:Nov:01:13:00:04||16,0.8
2022:Nov:01:13:00:04||16,2.1
